"data_wide_new$CAMIS","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33"
40368752,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
40368763,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,7,13,7
40368801,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,12,10,10,12,9
40368809,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9,12,12,9,10,12,10
40368824,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,7,24,10,13,13,10,24,7,24,13,24,24,24
40368897,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,7,5
40369012,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,14,11,12,12,12,12,11,12,14
40369016,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,14,12,12,12,14,7,12,7,12
40369017,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,44,11,13,11,26,11,44,44,44,13,13,44,44,26,26,3,26,44
40369051,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,11,4,8,4,11,11,8
40369087,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,17,17,12,15,15,12,13,13,10,10,17
40369111,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,9,9,12,12,5,9,12,12
40369139,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8
40369158,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,12,27,12,12,12,27,12,27,12,12,27,27,12
40369165,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,30,13,30,8,13,5,11,30,5,13,30,8,11
40369213,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,12,12,10
40369262,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,2,11,11,11,11,3,11,11
40369287,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,11,11,13,13
40369299,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,7,12,12,7,8,12
40369418,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,12,8,8,7,12,8,12
40369461,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,16,10,16
40369482,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,10,13,10,7,10,9,13,8
40369521,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,10,10,10,10,12
40369580,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,10,10,20,27,12,20,27,20,12,27,20,12,27,27
40369608,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,9,9,13,13,13,13,13,9,13,13,13,13
40369619,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,11,12,11,11,12,12,13,13,13,12,11,12
40369641,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,35,35,5,35,12,12,12,12,12,5,35
40369667,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,5,10,13,5,13,12,12
40369669,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,13,12,13,13,4
40369675,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,7,4,10,4,10,4,7
40369716,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,10,2
40369724,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,7,13,11,13,11,11
40369759,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,2
40369775,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,12,26,26,12,11,11,26,11,11,26,12,10,11
40369782,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,12,7,34,12,7,34,12,12,34,34,12,12
40369810,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,12,6,2,12,12
40369849,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,10,7,7,13,7,13
40369869,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,13,8,7,9,13,7,8,9,13
40369878,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,9,17,17,17,10,3,9,10
40369940,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,7,13,9,7,12,12,12,9,13,12,9,13
40369954,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,8,7,7,8
40369958,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,12,12,4,12,10,10,10
40369983,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,10,13,11,11,13,11,13,10,13
40370015,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,13,13,6,7
40370150,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,18,11,18,18,9,13,8,9,11,13,8,11,18,11,18
40370167,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12,9,12,4,4,12,7,9,9
40370168,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9,9,9,12,12,13,13,9,13
40370238,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,13,7,12,13,13,2,12
40370342,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,9,17,9,12,7,17,11,17,11,17,9,12,7
40370356,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,11,12,7,7,11
40370436,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,25,25,7,9,9,11,11,11,7,25,25,8,9,8
40370463,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,12,13,12,13,7,12,12,7,12
40370507,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,20,10,23,20,10,20,10,23,20,10,23
40370638,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,12,10,10,12,10,12
40370766,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,7,13,13,13,7,13
40370781,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,11,12,13,11,13,12,12,12,12,12
40370856,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,2,8,7,7
40370916,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,8,12,5,8,12,12,12
40370917,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,31,31,8,12,3,8,31,31,31,12,12
40370939,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,12,7,7,12,12,12
40370994,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,0,9,7,7,9
40371281,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9,12,5,13,12,9,13,12,12,12,12
40371454,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,11,7,12,5,9,11,7,11,9,12
40371614,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,12,11,11,13,11,12,13,13,11,12
40371684,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,11,9,11,9
40371718,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,9,10,10,9,10
40371727,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,10,9,10,7
40371805,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,9,11,12,11,12,6,11,9,12
40371906,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,13,10,11,11,10,10
40371988,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,7,12,11,13,13,7,11,12,13
40372112,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,9,9,12,11,11
40372196,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12,8,7,9,9,9,12,9,12,7
40372262,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,13,12,2,13,13
40372357,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,12,12,9,13,12,9,12,12
40372417,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,12,12,7,12,7,7,2
40372422,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,13,5,13,7,7,5
40372426,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,13,11,11,13,11,12,11,12,12,11,13
40372445,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,13,12,13,11,11,11,12,11,11,12,13
40372466,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,26,9,9,10,9,26,26,9,26,9,26,10,9
40372485,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,5
40372596,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,7,2,4,7,4,8
40372618,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,12,12,12,10,12,10,12
40372631,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,20,21,12,21,21,20,17,17,17,12,20,17,12,21
40372694,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,7,11,7,11,12,11,13,12,12,13,13
40372971,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,8,7,12,12,12,12,7,8
40373113,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11
40373118,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9,12,9,9,10,12,9,13,10,13,13,9,12
40373160,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,13,12,11,13,11,12,13,11,2
40373272,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,12,13,12,12,13
40373318,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,9,8,19,8,19,8,9,19,8,19,9
40373462,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,9,9,11,11
40373500,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,10,10,10,12,12,12,12
40373597,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,12,10,10,12,5,10,5
40373656,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9,13,9,10,13,10,13,13
40373669,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13,13,3,5,13
40373794,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,12,7,13,12,13,12,5,5,13
40373888,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,12,11,12,23,23,12,12,12,23,23,12,12,23,11,11,11
40373889,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,11,8,4,9,4,9,11,8
40373909,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,7,10,9,7,9,10
40373912,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,13,13,13,12,13,13,13,12,13,12
40373937,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,13,11,11,8,8,11,13,13,13
40373938,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,13,12,12
40374088,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,12,12,20,24,20,13,13,24,24,24,12,13,20,24,24
40374131,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,8,12,12,6,9,12,8
40374136,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,11,12,10,10,10
40374192,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,13,16,27,27,13,16,16,27,27,27,16,13
40374266,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
40374277,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,11,5,8,11,9,5,9,8
40374395,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,13,4,13,0,4,13
40374415,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,12,2,12,12
40374460,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,13,11,11,13,12,5,12,11,12,11,5,13
40374711,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,11,11,4,4,11,7,7,3
40374814,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,11,11,11,4,11,10,10
40374834,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,13,13,13,12,13,13,13,13
40374974,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8,8,12,11,11,12,12
40375108,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,4,13,13,4,13,12,13,13,13,13,12
40375286,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,13,13,9,13,5,5,9,9,13,13
40375369,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,11,11,9,12,11,13,11,12,12
40375376,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,13,28,24,21,13,13,24,21,21,13,28,24,24,21,28,28,24,28
40375616,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,7,7,13,12,12,13,9,9,9
40375634,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,13,12,19,26,12,19,26,19,13,26,19,12,26,12,26,19
40375699,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,9,12,9,9,9,12,12
40375819,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,27,9,58,58,27,13,58,9,58,27,58,27,13
40375839,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,8,10,12,12,13,12,12,13,8
40375929,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,11,13,11,13,13,11,10,13,13,10
40376029,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13
40376039,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12,6,7,7,10,10,12
40376077,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,9,13,9,12,12,9,13,13
40376142,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,10,13,10,13
40376204,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,11,18,10,18,13,18,11,10,11,13,18,7,13,18,7
40376290,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,6,12,10,12,6,12,10,7,7
40376352,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,7,7,5,5,9
40376493,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,12,10,12,12
40376495,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,13,13,10,7,13,10,13,6,10
40376496,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,13,13,7,10,7,13,13,13,13
40376515,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,12,12,7,10,10,10,2,7
40376583,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5
40376635,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,11,13,11,9,9,4,13
40376718,16,16,16,16,16,16,16,16,16,16,16,16,12,11,13,13,13,21,13,11,21,21,25,13,12,21,11,25,25,13,13,12,25
40376735,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,10,12,13,13,13,13,12,13,10
40376944,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,13,13,20,13,20,13,20,20
40377124,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,18,5,10,18,10,18,18,10,10,10
40377243,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,12,7,10,10,10
40377262,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,19,12,12,8,19,8,19
40377294,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,8,13,7,10,7,13,8
40377325,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,14,7,7,6,14,11,13,13,11
40377385,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,12,12,12,11,11,11,11,12
40377506,18,18,18,18,18,18,18,18,18,18,18,18,18,32,13,9,8,32,32,12,18,32,32,13,12,32,8,18,13,18,9,13,13
40377560,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,11,13,12,4,13,11,8,8,12,12,4
40377630,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,12,7,7,12,11,11,12
40377789,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,13,13,10,13,13,13,10
40378035,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,27,10,9,27,9,10,12,27,12,27
40378136,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,7,12,7,14,11,7,14,12,12,11
40378190,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9,9,13,12,13,12
40378212,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,12,10,11,10,7,12
40378534,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,2,7,7,7
40378571,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,10,10,5,8,9
40378579,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,9,12,9,12,9,9,12,9
40378585,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,11,9,28,28,9,28,28,9,26,26,28,11,26,26,11,9,26
40378719,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,11,9,11,10,10,9
40378774,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,7,10,7,10,10,6,6
40378796,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,12,4,7,7,12,7,4
40378822,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,4,8,7
40378827,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8,11,11,9,8,12,12,11,9,11,12,12,12,12,12
40378874,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,7,7,9,5,5
40379026,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,15,12,13,15,13,15,13,12
40379149,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,13,6,12,12,13,6,13,12
40379304,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,9,12,8,12,12,8,9,12,9
40379566,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,7,9,10,10,7,13,13,9
40379573,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,12,12,5,12,12
40379580,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,11,10,9,9,11,10,11
40379620,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,15,8,9,9,15,15,8,8,7,15,7
40379628,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,9,5
40379662,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,7,10,12
40379746,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,5
40379890,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,21,21,12,12,12,12,12,6,21,6
40379894,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,2,7,2,7,9
40379897,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,12,12,7,13,13,8,7,12,12,8
40379920,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,9,10,10,10,9,7,9,9
40379994,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,8,7,8,7,11,13,8,11,11
40380044,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,13,13,13,11,11,11,11
40380164,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,12,22,12,22,22,22,22,10,10,12,22
40380182,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,5,11,11,12
40380253,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,20,20,13,11,20,13,11,13,11,12,13,12,20,13,13,20,13
40380422,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13,13,5,5
40380432,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,7,7,6,11,11
40380457,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,5,7,7,10,10,7
40380464,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,10,10
40380517,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,6,12,5,10,10
40380520,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13,7,7,3,13
40380559,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,57,12,57,12,9,9,57,57,57,11,57,11,12,9
40380592,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,7,5,7
40380628,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12,4,4,12,12
40380648,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,23,23,23,23,23,23,23,23,23,23,10,23,23,23,10,23,5
40380657,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,12,11,8
40380660,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,12,11,12,11,5
40380826,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,9,9,9,9,12,9
40380996,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,11,12,11,4,9,9
